Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2023);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories;Areas
92;21996;"Behavioral Disorders";journal;"01987429";0,833;Q2;50;20;63;1139;152;62;2,00;56,95;United States;Northern America;"SAGE Publications Inc.";"1996-2011, 2013-2023";"Education (Q1); Clinical Psychology (Q2); Developmental and Educational Psychology (Q2)";"Psychology; Social Sciences"
93;5700191204;"Research in Autism Spectrum Disorders";journal;"17509467, 18780237";0,832;Q2;95;123;364;7584;1143;360;2,65;61,66;Netherlands;Western Europe;"Elsevier B.V.";"2007-2023";"Clinical Psychology (Q2); Developmental and Educational Psychology (Q2); Psychiatry and Mental Health (Q2)";"Medicine; Psychology"
94;13422;"Psychoanalytic Quarterly";journal;"00332828, 21674086";0,818;Q2;46;30;90;922;64;71;0,60;30,73;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1945-2023";"Arts and Humanities (miscellaneous) (Q1); Clinical Psychology (Q2); Developmental and Educational Psychology (Q2); Medicine (miscellaneous) (Q2); Psychiatry and Mental Health (Q2)";"Arts and Humanities; Medicine; Psychology"
95;24514;"Clinical Child Psychology and Psychiatry";journal;"13591045";0,808;Q2;63;155;280;6557;698;265;2,48;42,30;United Kingdom;Western Europe;"SAGE Publications Ltd";"1996-2023";"Pediatrics, Perinatology and Child Health (Q1); Clinical Psychology (Q2); Medicine (miscellaneous) (Q2); Psychiatry and Mental Health (Q2)";"Medicine; Psychology"
96;28533;"American Journal of Alzheimer's Disease and other Dementias";journal;"15333175";0,799;Q2;72;33;121;1723;390;118;2,68;52,21;United States;Northern America;"SAGE Publications Inc.";"1986-2023";"Clinical Psychology (Q2); Geriatrics and Gerontology (Q2); Neuroscience (miscellaneous) (Q2); Psychiatry and Mental Health (Q2)";"Medicine; Neuroscience; Psychology"
97;25229;"American Journal of Drug and Alcohol Abuse";journal;"10979891, 00952990";0,794;Q2;82;80;253;3948;612;235;2,37;49,35;United States;Northern America;"Informa Healthcare";"1974-1982, 1984-2023";"Clinical Psychology (Q2); Medicine (miscellaneous) (Q2); Psychiatry and Mental Health (Q2)";"Medicine; Psychology"
98;30075;"Journal of Sex and Marital Therapy";journal;"0092623X, 15210715";0,792;Q2;89;89;175;5220;544;168;2,50;58,65;United States;Northern America;"Routledge";"1974-2023";"Clinical Psychology (Q2)";"Psychology"
99;21100870687;"Perspectives on Behavior Science";journal;"25208969, 25208977";0,788;Q2;43;37;113;2165;255;105;2,15;58,51;Switzerland;Western Europe;"Springer International Publishing AG";"2018-2023";"Clinical Psychology (Q2); Experimental and Cognitive Psychology (Q2); Social Psychology (Q2)";"Psychology"
100;27628;"Journal of Psychosomatic Obstetrics and Gynaecology";journal;"0167482X, 17438942";0,787;Q2;76;38;174;1400;498;159;2,48;36,84;United Kingdom;Western Europe;"Informa Healthcare";"1982-2023";"Clinical Psychology (Q2); Obstetrics and Gynecology (Q2); Psychiatry and Mental Health (Q2); Reproductive Medicine (Q2)";"Medicine; Psychology"
101;21101046176;"Clinical Psychology in Europe";journal;"26253410";0,780;Q2;13;28;102;1575;179;90;1,65;56,25;Germany;Western Europe;"PsychOpen";"2019-2023";"Clinical Psychology (Q2); Psychiatry and Mental Health (Q2)";"Medicine; Psychology"
102;13545;"Eating Behaviors";journal;"18737358, 14710153";0,777;Q2;87;110;245;5561;723;244;2,72;50,55;United Kingdom;Western Europe;"Elsevier Ltd";"2000-2023";"Clinical Psychology (Q2); Psychiatry and Mental Health (Q2)";"Medicine; Psychology"
103;15460;"Eating and Weight Disorders";journal;"11244909, 15901262";0,775;Q2;61;99;858;5021;2471;827;2,97;50,72;Switzerland;Western Europe;"Springer International Publishing AG";"1998-2023";"Clinical Psychology (Q2); Psychiatry and Mental Health (Q2)";"Medicine; Psychology"
104;20000195020;"Indian Journal of Psychological Medicine";journal;"02537176, 09751564";0,773;Q2;40;173;435;4165;934;298;1,57;24,08;United Kingdom;Western Europe;"SAGE Publications Ltd";"2012-2015, 2017-2023";"Clinical Psychology (Q2); Psychiatry and Mental Health (Q2)";"Medicine; Psychology"
105;14206;"Archives of Clinical Neuropsychology";journal;"08876177, 18735843";0,755;Q2;115;97;298;3637;826;297;2,19;37,49;United Kingdom;Western Europe;"Elsevier B.V.";"1986-2023";"Clinical Psychology (Q2); Medicine (miscellaneous) (Q2); Neuropsychology and Physiological Psychology (Q2); Psychiatry and Mental Health (Q2)";"Medicine; Psychology"
106;21101039273;"Journal of the Academy of Consultation-Liaison Psychiatry";journal;"26672960";0,755;Q2;111;92;338;2527;699;240;1,64;27,47;Netherlands;Western Europe;"Elsevier B.V.";"2021-2023";"Clinical Psychology (Q2); Psychiatry and Mental Health (Q2)";"Medicine; Psychology"
107;21100202146;"Journal of Obsessive-Compulsive and Related Disorders";journal;"22113649, 22113657";0,748;Q2;40;58;186;3416;424;185;2,27;58,90;Netherlands;Western Europe;"Elsevier B.V.";"2012-2023";"Clinical Psychology (Q2); Psychiatry and Mental Health (Q2)";"Medicine; Psychology"
108;15567;"Journal of Marital and Family Therapy";journal;"17520606, 0194472X";0,739;Q2;77;53;174;2500;435;170;2,48;47,17;United States;Northern America;"Wiley-Blackwell";"1975-2023";"Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1); Clinical Psychology (Q2); Social Psychology (Q2)";"Psychology; Social Sciences"
109;12128;"Behavioural and Cognitive Psychotherapy";journal;"14691833, 13524658";0,733;Q2;76;60;178;2890;372;177;2,15;48,17;United Kingdom;Western Europe;"Cambridge University Press";"1993-2023";"Clinical Psychology (Q2); Medicine (miscellaneous) (Q2)";"Medicine; Psychology"
110;15450;"Journal of Contemporary Psychotherapy";journal;"15733564, 00220116";0,730;Q2;42;46;112;1728;286;108;1,88;37,57;United States;Northern America;"Kluwer Academic/Human Sciences Press Inc.";"1968-1982, 1984-2023";"Clinical Psychology (Q2); Psychiatry and Mental Health (Q2)";"Medicine; Psychology"
111;15411;"Journal of Clinical Psychology in Medical Settings";journal;"10689583, 15733572";0,713;Q2;58;94;255;4764;590;255;2,16;50,68;United States;Northern America;"Springer New York";"1994-2023";"Clinical Psychology (Q2)";"Psychology"
112;29882;"Journal of Child Sexual Abuse";journal;"10538712, 15470679";0,711;Q2;52;64;164;2947;389;159;1,88;46,05;United States;Northern America;"Routledge";"1992-2023";"Clinical Psychology (Q2); Pathology and Forensic Medicine (Q2); Pediatrics, Perinatology and Child Health (Q2); Psychiatry and Mental Health (Q2)";"Medicine; Psychology"
113;15313;"Suicide and Life-Threatening Behavior";journal;"03630234, 1943278X";0,711;Q2;108;99;324;5155;1131;321;2,87;52,07;United States;Northern America;"Wiley-Blackwell";"1971-2023";"Clinical Psychology (Q2); Medicine (miscellaneous) (Q2); Psychiatry and Mental Health (Q2); Public Health, Environmental and Occupational Health (Q2)";"Medicine; Psychology"
114;14893;"International Journal of Psychoanalysis";journal;"17458315, 00207578";0,709;Q2;74;89;249;2381;151;200;0,52;26,75;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1945-1947, 1957-1958, 1961, 1973-1976, 1979-2023";"Clinical Psychology (Q2); Medicine (miscellaneous) (Q2); Psychiatry and Mental Health (Q2)";"Medicine; Psychology"
115;21101042487;"European Journal of Investigation in Health, Psychology and Education";journal;"21748144, 22549625";0,703;Q2;23;199;328;11738;1143;319;3,57;58,98;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2011-2023";"Applied Psychology (Q2); Clinical Psychology (Q2); Developmental and Educational Psychology (Q2)";"Psychology"
116;21100831409;"Couple and Family Psychology: Research and Practice";journal;"21604096, 2160410X";0,702;Q2;15;11;102;632;216;100;2,11;57,45;United States;Northern America;"American Psychological Association";"2016-2023";"Clinical Psychology (Q2); Social Psychology (Q2)";"Psychology"
117;15373;"Journal of Aggression, Maltreatment and Trauma";journal;"10926771, 1545083X";0,695;Q2;58;125;229;6089;554;225;2,41;48,71;United States;Northern America;"Routledge";"1997-1998, 2000-2023";"Health Professions (miscellaneous) (Q1); Clinical Psychology (Q2); Psychiatry and Mental Health (Q2)";"Health Professions; Medicine; Psychology"
118;25291;"Journal of Addictive Diseases";journal;"10550887";0,691;Q2;68;90;208;3259;402;194;1,78;36,21;United States;Northern America;"Routledge";"1991-2018, 2020-2023";"Clinical Psychology (Q2); Medicine (miscellaneous) (Q2); Psychiatry and Mental Health (Q2)";"Medicine; Psychology"
119;30065;"Journal of Psychopathology and Behavioral Assessment";journal;"08822689, 15733505";0,690;Q2;83;117;236;6951;456;236;1,67;59,41;United States;Northern America;"Springer New York";"1985-2023";"Clinical Psychology (Q2)";"Psychology"
120;21101024227;"European Journal of Trauma and Dissociation";journal;"24687499";0,689;Q2;8;46;94;2717;181;72;1,99;59,07;France;Western Europe;"Elsevier Masson s.r.l.";"2019-2023";"Clinical Psychology (Q2); Psychiatry and Mental Health (Q2)";"Medicine; Psychology"
121;12833;"Journal of Psychoeducational Assessment";journal;"15575144, 07342829";0,688;Q2;59;74;209;3509;484;209;2,16;47,42;United States;Northern America;"SAGE Publications Inc.";"1983-2023";"Clinical Psychology (Q2); Education (Q2); Psychology (miscellaneous) (Q2)";"Psychology; Social Sciences"
122;19700167014;"Journal of Gay and Lesbian Mental Health";journal;"19359705, 19359713";0,686;Q2;40;54;93;2678;189;66;1,74;49,59;United States;Northern America;"Routledge";"2008-2023";"Clinical Psychology (Q2); Health (social science) (Q2); Psychiatry and Mental Health (Q2)";"Medicine; Psychology; Social Sciences"
123;21100901905;"Revista de Psicologia Clinica con Ninos y Adolescentes";journal;"23408340";0,685;Q2;12;26;83;1201;221;82;0,85;46,19;Spain;Western Europe;"Aitana Research Group";"2018-2023";"Clinical Psychology (Q2); Developmental and Educational Psychology (Q2); Experimental and Cognitive Psychology (Q2); Pediatrics, Perinatology and Child Health (Q2); Psychiatry and Mental Health (Q2)";"Medicine; Psychology"
124;30085;"Journal of Social and Clinical Psychology";journal;"07367236";0,684;Q2;111;24;81;1359;155;81;1,23;56,63;United States;Northern America;"Guilford Publications";"1996-2023";"Clinical Psychology (Q2); Social Psychology (Q2)";"Psychology"
125;16249;"Journal of Behavior Therapy and Experimental Psychiatry";journal;"18737943, 00057916";0,674;Q2;90;82;186;4676;388;184;1,82;57,02;United Kingdom;Western Europe;"Elsevier Ltd";"1970-2024";"Arts and Humanities (miscellaneous) (Q1); Clinical Psychology (Q2); Experimental and Cognitive Psychology (Q2); Psychiatry and Mental Health (Q2)";"Arts and Humanities; Medicine; Psychology"
126;13418;"Psychoanalytic Dialogues";journal;"19409222, 10481885";0,674;Q2;57;96;280;2085;157;179;0,44;21,72;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1991-2023";"Clinical Psychology (Q2)";"Psychology"
127;12126;"Behaviour Change";journal;"20497768, 08134839";0,673;Q2;46;15;57;700;113;56;1,66;46,67;United Kingdom;Western Europe;"Cambridge University Press";"1984-2023";"Clinical Psychology (Q2); Experimental and Cognitive Psychology (Q2)";"Psychology"
128;14282;"Behavioral Interventions";journal;"10720847, 1099078X";0,672;Q2;40;77;194;2955;257;192;1,28;38,38;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"1986-2023";"Arts and Humanities (miscellaneous) (Q1); Clinical Psychology (Q2); Developmental and Educational Psychology (Q2); Psychiatry and Mental Health (Q2)";"Arts and Humanities; Medicine; Psychology"
129;21100862294;"Neuropsychopharmacology Reports";journal;"2574173X";0,660;Q2;22;105;201;3867;480;199;2,40;36,83;United States;Northern America;"John Wiley &amp; Sons Inc.";"2018-2023";"Clinical Psychology (Q2); Pharmacology (Q2); Pharmacology (medical) (Q2); Psychiatry and Mental Health (Q2)";"Medicine; Pharmacology, Toxicology and Pharmaceutics; Psychology"
130;15947;"Behaviormetrika";journal;"03857417";0,654;Q2;14;32;66;1301;151;57;1,63;40,66;Japan;Asiatic Region;"Behaviormetric Society of Japan";"1986, 2017-2023";"Analysis (Q2); Applied Mathematics (Q2); Clinical Psychology (Q2); Experimental and Cognitive Psychology (Q2)";"Mathematics; Psychology"
131;12053;"Archives of Suicide Research";journal;"15436136, 13811118";0,638;Q2;62;145;265;6678;991;265;3,61;46,06;United Kingdom;Western Europe;"Routledge";"1995-1999, 2002-2023";"Clinical Psychology (Q2); Psychiatry and Mental Health (Q2)";"Medicine; Psychology"
132;21101039875;"Journal of Alzheimer's Disease Reports";journal;"25424823";0,635;Q2;19;94;136;6440;341;136;2,50;68,51;Netherlands;Western Europe;"IOS Press BV";"2019-2023";"Clinical Psychology (Q2); Psychiatry and Mental Health (Q2); Geriatrics and Gerontology (Q3); Neuroscience (miscellaneous) (Q3)";"Medicine; Neuroscience; Psychology"
133;28811;"Journal of Health Care Chaplaincy";journal;"15286916, 08854726";0,632;Q2;25;35;77;1333;139;76;1,73;38,09;United States;Northern America;"Routledge";"1987-1994, 1997-2002, 2004, 2008, 2010-2023";"Religious Studies (Q1); Clinical Psychology (Q2); Health (social science) (Q2)";"Arts and Humanities; Psychology; Social Sciences"
134;21101021571;"Intervention";journal;"15718883, 18721001";0,624;Q2;10;12;84;259;90;77;1,03;21,58;United States;Northern America;"Wolters Kluwer Medknow Publications";"2018-2023";"Clinical Psychology (Q2); Psychiatry and Mental Health (Q2); Social Psychology (Q2)";"Medicine; Psychology"
135;21100935804;"Autism and Developmental Language Impairments";journal;"23969415";0,619;Q2;18;17;75;936;206;75;2,77;55,06;United Kingdom;Western Europe;"SAGE Publications Ltd";"2016-2023";"Clinical Psychology (Q2); Developmental and Educational Psychology (Q2); Psychiatry and Mental Health (Q3)";"Medicine; Psychology"
136;12102;"Behavior Modification";journal;"01454455, 15524167";0,619;Q2;91;57;139;2931;373;138;2,45;51,42;United States;Northern America;"SAGE Publications Inc.";"1977-2023";"Arts and Humanities (miscellaneous) (Q1); Clinical Psychology (Q2); Developmental and Educational Psychology (Q2)";"Arts and Humanities; Psychology"
137;18923;"Journal of Genetic Psychology";journal;"19400896, 00221325";0,612;Q2;60;41;116;2726;241;115;2,17;66,49;United States;Northern America;"Routledge";"1945-2023";"Clinical Psychology (Q2); Developmental and Educational Psychology (Q2); Life-span and Life-course Studies (Q2)";"Psychology; Social Sciences"
138;4000151904;"Palliative and Supportive Care";journal;"14789523, 14789515";0,612;Q2;60;212;409;5957;793;335;1,60;28,10;United Kingdom;Western Europe;"Cambridge University Press";"2003-2023";"Clinical Psychology (Q2); Medicine (miscellaneous) (Q2); Nursing (miscellaneous) (Q2); Psychiatry and Mental Health (Q3)";"Medicine; Nursing; Psychology"
139;17639;"Alzheimer Disease and Associated Disorders";journal;"08930341, 15464156";0,609;Q2;109;64;191;1832;341;185;1,64;28,63;United States;Northern America;"Lippincott Williams and Wilkins Ltd.";"1987-2023";"Clinical Psychology (Q2); Gerontology (Q2); Geriatrics and Gerontology (Q3); Psychiatry and Mental Health (Q3)";"Medicine; Nursing; Psychology"
140;20100195008;"Research in Psychotherapy: Psychopathology, Process and Outcome";journal;"22398031";0,609;Q2;19;32;97;1875;192;92;1,95;58,59;Italy;Western Europe;"Society for Psychotherapy Research (SPR - Italia)";"2011-2023";"Clinical Psychology (Q2); Psychiatry and Mental Health (Q3)";"Medicine; Psychology"
141;21101041510;"Journal of Behavioral and Cognitive Therapy";journal;"25899791";0,587;Q2;13;21;89;1015;171;85;1,73;48,33;France;Western Europe;"Elsevier Masson s.r.l.";"2020-2023";"Clinical Psychology (Q2); Neuropsychology and Physiological Psychology (Q2); Psychiatry and Mental Health (Q3)";"Medicine; Psychology"
142;17666;"American Journal of Psychotherapy";journal;"25756559, 00029564";0,583;Q2;54;26;98;373;178;81;1,67;14,35;United States;Northern America;"Association for the Advancement of Psychotherapy Inc.";"1947-2016, 2018-2023";"Clinical Psychology (Q2); Medicine (miscellaneous) (Q2)";"Medicine; Psychology"
143;21100987402;"European Journal of Health Psychology";journal;"25128442, 25128450";0,572;Q2;19;16;53;820;94;51;1,54;51,25;Germany;Western Europe;"Hogrefe-Verlag GmbH and Co. KG";"2020-2023";"Clinical Psychology (Q2); Psychiatry and Mental Health (Q3)";"Medicine; Psychology"
144;14293;"Deviant Behavior";journal;"15210456, 01639625";0,564;Q2;65;163;308;12285;732;307;2,48;75,37;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1979-2023";"Law (Q1); Sociology and Political Science (Q1); Clinical Psychology (Q2); Social Psychology (Q2)";"Psychology; Social Sciences"
145;21100927406;"Health Psychology Research";journal;"24208124";0,562;Q2;11;32;134;1140;283;133;1,93;35,63;United States;Northern America;"Open Medical Publishing";"2019-2023";"Clinical Psychology (Q2); Social Psychology (Q2); Psychiatry and Mental Health (Q3)";"Medicine; Psychology"
146;21100829991;"Psychology of Consciousness: Theory Research, and Practice";journal;"23265531, 23265523";0,532;Q2;21;33;122;2651;217;119;1,37;80,33;United States;Northern America;"American Psychological Association";"2016-2023";"Clinical Psychology (Q2); Social Psychology (Q2); Experimental and Cognitive Psychology (Q3); Neuropsychology and Physiological Psychology (Q3)";"Psychology"
147;30070;"Journal of Rational - Emotive and Cognitive - Behavior Therapy";journal;"08949085, 15736563";0,525;Q2;44;78;118;4638;305;118;2,24;59,46;United States;Northern America;"Springer New York";"1983-2023";"Clinical Psychology (Q2); Experimental and Cognitive Psychology (Q3)";"Psychology"
148;17998;"Neuropsychiatrie";journal;"09486259, 21941327";0,516;Q2;21;46;105;1216;131;61;1,42;26,43;Austria;Western Europe;"Springer-Verlag Wien";"1995-2023";"Clinical Psychology (Q2); Psychiatry and Mental Health (Q3)";"Medicine; Psychology"
149;12054;"Arts in Psychotherapy";journal;"01974556, 18735878";0,507;Q2;47;77;224;5011;486;218;1,93;65,08;United Kingdom;Western Europe;"Elsevier Ltd";"1973, 1975-2023";"Clinical Psychology (Q2); Health Professions (miscellaneous) (Q2); Psychiatry and Mental Health (Q3)";"Health Professions; Medicine; Psychology"
150;17100154740;"Counselor Education and Supervision";journal;"00110035, 15566978";0,507;Q2;48;32;70;1321;147;69;2,14;41,28;United States;Northern America;"Wiley-Blackwell";"1961-2023";"Clinical Psychology (Q2); Education (Q2); Developmental and Educational Psychology (Q3)";"Psychology; Social Sciences"
151;12736;"Journal of Clinical and Experimental Neuropsychology";journal;"1744411X, 13803395";0,505;Q2;123;64;225;3997;429;224;1,84;62,45;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1985-2023";"Clinical Psychology (Q2); Neurology (Q3); Neurology (clinical) (Q3); Neuropsychology and Physiological Psychology (Q3)";"Medicine; Neuroscience; Psychology"
152;21100378339;"Clinica y Salud";journal;"21740550, 11305274";0,503;Q2;17;18;58;1006;137;50;2,19;55,89;Spain;Western Europe;"Colegio Oficial de la Psicologia de Madrid";"2013-2023";"Clinical Psychology (Q2)";"Psychology"
153;21100887421;"Journal of Counselor Leadership and Advocacy";journal;"23267178";0,503;Q2;12;14;36;716;75;35;2,00;51,14;United States;Northern America;"Taylor and Francis Ltd.";"2014-2023";"Clinical Psychology (Q2); Education (Q2); Applied Psychology (Q3); Psychiatry and Mental Health (Q3)";"Medicine; Psychology; Social Sciences"
154;21101043232;"Journal of Psychedelic Studies";journal;"25599283";0,503;Q2;12;37;43;1858;116;43;2,68;50,22;Hungary;Eastern Europe;"Akademiai Kiado";"2019-2023";"Anthropology (Q1); Clinical Psychology (Q2); Health (social science) (Q2); Biological Psychiatry (Q3); Pharmacology (medical) (Q3); Psychiatry and Mental Health (Q3); Social Psychology (Q3)";"Medicine; Neuroscience; Psychology; Social Sciences"
155;14801;"Sexual and Relationship Therapy";journal;"14681749, 14681994";0,502;Q2;50;74;149;3556;264;137;1,53;48,05;United Kingdom;Western Europe;"Routledge";"2000-2023";"Clinical Psychology (Q2); Psychiatry and Mental Health (Q3)";"Medicine; Psychology"
156;16707;"Journal of Family Therapy";journal;"14676427, 01634445";0,499;Q3;52;30;117;1241;175;104;1,33;41,37;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1979-2023";"Social Sciences (miscellaneous) (Q2); Clinical Psychology (Q3); Social Psychology (Q3)";"Psychology; Social Sciences"
157;21100843805;"Mediterranean Journal of Clinical Psychology";journal;"22821619";0,498;Q3;22;40;218;2701;405;208;1,72;67,53;Italy;Western Europe;"University of Messina";"2017-2023";"Clinical Psychology (Q3)";"Psychology"
158;21100200812;"Revista de Psicopatologia y Psicologia Clinica";journal;"11365420";0,496;Q3;19;20;61;1164;112;60;0,91;58,20;Spain;Western Europe;"Asociacion Espanola de Psicologia Clinica y Psicopatologia";"2011-2023";"Clinical Psychology (Q3); Psychiatry and Mental Health (Q3)";"Medicine; Psychology"
159;26550;"International Journal of Clinical and Experimental Hypnosis";journal;"00207144, 17445183";0,484;Q3;53;25;96;1221;155;88;1,78;48,84;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1959-2023";"Complementary and Manual Therapy (Q1); Clinical Psychology (Q3)";"Health Professions; Psychology"
160;13420;"Psychoanalytic Psychology";journal;"19391331, 07369735";0,481;Q3;46;28;129;1058;142;126;1,03;37,79;United States;Northern America;"American Psychological Association";"1984-2023";"Clinical Psychology (Q3)";"Psychology"
161;12123;"Behavioral Sciences and the Law";journal;"10990798, 07353936";0,468;Q3;84;31;135;1906;248;131;1,40;61,48;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"1983-2023";"Law (Q1); Clinical Psychology (Q3); Medicine (miscellaneous) (Q3); Psychiatry and Mental Health (Q3)";"Medicine; Psychology; Social Sciences"
162;15240;"Iranian Journal of Medical Sciences";journal;"17353688, 02530716";0,468;Q3;40;79;202;2276;332;166;1,49;28,81;Iran;Middle East;"Shiraz University of Medical Sciences";"1979-1981, 1989-2023";"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q2); Clinical Psychology (Q3); Immunology and Microbiology (miscellaneous)  (Q3); Medicine (miscellaneous) (Q3)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine; Pharmacology, Toxicology and Pharmaceutics; Psychology"
163;145613;"American Journal of Family Therapy, The";journal;"01926187";0,465;Q3;48;52;101;2458;186;101;1,80;47,27;United States;Northern America;"Routledge";"1979-2023";"Clinical Psychology (Q3); Social Psychology (Q3)";"Psychology"
164;19700166512;"Clinical Psychologist";journal;"13284207, 17429552";0,462;Q3;28;32;102;1916;153;95;0,93;59,88;United States;Northern America;"Routledge";"1996-2023";"Clinical Psychology (Q3)";"Psychology"
165;21100831042;"Spirituality in Clinical Practice";journal;"23264519, 23264500";0,457;Q3;21;20;93;1025;150;92;1,42;51,25;United States;Northern America;"American Psychological Association";"2014-2023";"Complementary and Alternative Medicine (Q2); Complementary and Manual Therapy (Q2); Clinical Psychology (Q3); Psychiatry and Mental Health (Q3)";"Health Professions; Medicine; Psychology"
166;21101091713;"European Journal for Qualitative Research in Psychotherapy";journal;"17567599";0,453;Q3;6;9;34;504;58;31;1,87;56,00;Ireland;Western Europe;"European Association for Integrative Psychotherapy";"2018-2023";"Applied Psychology (Q3); Clinical Psychology (Q3); Psychology (miscellaneous) (Q3); Social Psychology (Q3)";"Psychology"
167;145406;"Art Therapy";journal;"07421656";0,444;Q3;42;51;97;1263;155;73;1,35;24,76;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1983-2023";"Complementary and Manual Therapy (Q2); Clinical Psychology (Q3)";"Health Professions; Psychology"
168;21100218515;"Journal of Gambling Issues";journal;"19107595";0,443;Q3;18;12;87;538;122;84;1,53;44,83;Canada;Northern America;"CDS Press";"2012-2023";"Clinical Psychology (Q3); Psychiatry and Mental Health (Q3)";"Medicine; Psychology"
169;13414;"Contemporary Family Therapy";journal;"08922764, 15733335";0,442;Q3;40;56;114;3041;173;109;1,51;54,30;United States;Northern America;"Kluwer Academic/Human Sciences Press Inc.";"1986-2023";"Cultural Studies (Q1); Social Sciences (miscellaneous) (Q2); Clinical Psychology (Q3); Social Psychology (Q3)";"Psychology; Social Sciences"
170;21100879731;"Journal of Experimental Psychopathology";journal;"20438087";0,434;Q3;22;18;51;1077;75;51;1,13;59,83;United Kingdom;Western Europe;"SAGE Publications Ltd";"2015-2023";"Clinical Psychology (Q3); Psychiatry and Mental Health (Q3)";"Medicine; Psychology"
171;17320;"Bulletin of the Menninger Clinic";journal;"00259284, 19432828";0,433;Q3;44;26;69;1454;86;67;1,04;55,92;United States;Northern America;"Guilford Publications";"1945-2023";"Clinical Psychology (Q3); Psychiatry and Mental Health (Q3)";"Medicine; Psychology"
172;12671;"Mental Health, Religion and Culture";journal;"14699737, 13674676";0,430;Q3;53;79;225;3913;406;211;1,55;49,53;United Kingdom;Western Europe;"Routledge";"2000-2023";"Clinical Psychology (Q3); Psychiatry and Mental Health (Q3)";"Medicine; Psychology"
173;21100938864;"Health Psychology Report";journal;"23535571, 23534184";0,428;Q3;12;32;95;1770;153;95;1,86;55,31;Poland;Eastern Europe;"Termedia Publishing House Ltd.";"2019-2023";"Clinical Psychology (Q3); Psychiatry and Mental Health (Q3)";"Medicine; Psychology"
174;15427;"Journal of Cognitive Psychotherapy";journal;"08898391, 1938887X";0,417;Q3;57;20;66;1136;70;58;0,56;56,80;United States;Northern America;"Springer Publishing Company";"1987-2023";"Clinical Psychology (Q3); Experimental and Cognitive Psychology (Q3); Psychiatry and Mental Health (Q3)";"Medicine; Psychology"
175;4700152788;"Journal of College Student Psychotherapy";journal;"87568225";0,411;Q3;31;55;85;2583;131;80;1,26;46,96;United States;Northern America;"Routledge";"1987-2023";"Clinical Psychology (Q3); Psychiatry and Mental Health (Q3)";"Medicine; Psychology"
176;22041;"Emotional and Behavioural Difficulties";journal;"17412692, 13632752";0,393;Q3;35;18;87;988;97;76;1,34;54,89;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1996-2023";"Clinical Psychology (Q3); Developmental and Educational Psychology (Q3); Psychiatry and Mental Health (Q3)";"Medicine; Psychology"
177;22109;"Intervention in School and Clinic";journal;"10534512, 15384810";0,389;Q3;38;66;146;1771;222;143;1,45;26,83;United States;Northern America;"SAGE Publications Ltd";"1965-2023";"Education (Q2); Clinical Psychology (Q3); Developmental and Educational Psychology (Q3)";"Psychology; Social Sciences"
178;21100824878;"Clinical Practice in Pediatric Psychology";journal;"21694826, 21694834";0,388;Q3;24;30;147;1074;171;146;0,96;35,80;United States;Northern America;"American Psychological Association";"2013-2023";"Applied Psychology (Q3); Clinical Psychology (Q3); Developmental and Educational Psychology (Q3); Pediatrics, Perinatology and Child Health (Q3)";"Medicine; Psychology"
179;21100329892;"Journal of Infant, Child, and Adolescent Psychotherapy";journal;"19409214, 15289168";0,387;Q3;18;28;105;1214;103;93;0,88;43,36;United States;Northern America;"Routledge";"2000, 2002, 2004-2010, 2014-2023";"Clinical Psychology (Q3); Psychiatry and Mental Health (Q3)";"Medicine; Psychology"
180;18200156706;"Rorschachiana";journal;"2151206X, 11925604";0,383;Q3;8;14;41;581;44;33;1,36;41,50;United States;Northern America;"Hogrefe Publishing";"2004, 2008-2023";"Clinical Psychology (Q3); Psychiatry and Mental Health (Q3)";"Medicine; Psychology"
181;29473;"American Journal of Psychoanalysis";journal;"00029548, 15736741";0,381;Q3;21;33;82;1292;74;74;0,93;39,15;United Kingdom;Western Europe;"Palgrave Macmillan Ltd.";"1942-2023";"Clinical Psychology (Q3); Psychiatry and Mental Health (Q3)";"Medicine; Psychology"
182;130028;"Clinical Case Studies";journal;"15346501, 15523802";0,364;Q3;26;37;94;1508;105;94;1,06;40,76;United States;Northern America;"SAGE Publications Inc.";"2002-2023";"Clinical Psychology (Q3); Psychiatry and Mental Health (Q3)";"Medicine; Psychology"
